anime,Boku no Hero Academia 5th Season,Tokyo Revengers,Fumetsu no Anata e,"Ijiranaide, Nagatoro-san",Hige wo Soru. Soshite Joshikousei wo Hirou.,86,Vivy: Fluorite Eye's Song,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,Fruits Basket: The Final,"Sentouin, Hakenshimasu!","Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",Tensura Nikki: Tensei shitara Slime Datta Ken,Odd Taxi,Shaman King (2021),Osananajimi ga Zettai ni Makenai Love Comedy,Mairimashita! Iruma-kun 2nd Season,Koi to Yobu ni wa Kimochi Warui,Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,Edens Zero,Zombieland Saga: Revenge,Yuukoku no Moriarty 2nd Season,Nomad: Megalo Box 2,Shadows House,Seijo no Maryoku wa Bannou Desu,Mashiro no Oto,Mars Red,SSSS.Dynazenon,Shakunetsu Kabaddi,Jouran: The Princess of Snow and Blood,Super Cub,Bakuten!!,Bishounen Tanteidan,Subarashiki Kono Sekai The Animation,Godzilla: S.P,"Dragon, Ie wo Kau.",Seven Knights Revolution: Eiyuu no Keishousha,Sayonara Watashi no Cramer,Yakunara Mug Cup mo,Kuro Gal ni Natta kara Shinyuu to shitemita.,Blue Reflection Ray,Cestvs: The Roman Fighter,Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,Cardfight!! Vanguard: overDress,Battle Athletess Daiundoukai ReSTART!,Yuuki Yuuna wa Yuusha de Aru Churutto!,Itazuraguma no Gloomy,Dinosaur Biyori,Youkai Watch ♪,Shikaru Neko,Mazica Party,Mewkledreamy Mix!,Shinkansen Henkei Robo Shinkalion Z the Animation,Duel Masters King!,Uchuu Nanchara Kotetsu-kun,Motto! Majime ni Fumajime Kaiketsu Zorori 2nd Season,Utau Soccer Panda Mifanda,Iii Icecrin,Hyper Positive Yogoremon,Dosukoi Sushi Zumou,Oshiri Tantei 5th Season,Washimo 9th Season,One Piece,Boruto: Naruto Next Generations,Nanatsu no Taizai: Fundo no Shinpan,Detective Conan,"Kumo Desu ga, Nani ka?",Crayon Shin-chan,Kingdom 3rd Season,Pokemon (2019),Dragon Quest: Dai no Daibouken (2020),Digimon Adventure:,Back Arrow,Doraemon (2005),Yu☆Gi☆Oh!: Sevens,Maiko-san Chi no Makanai-san,Tropical-Rouge! Precure,Sazae-san,Nintama Rantarou,Rebirth,Chibi Maruko-chan (1995),D4DJ Petit Mix,Tokyo Gambo,Aikatsu Planet!,Kiratto Pri☆chan Season 3,Ojarumaru,Neko Konogoro,Neko no Robu,Fushigi Dagashiya: Zenitendou,Knyacki!,Aware! Meisaku-kun,Hanakappa,Kirin the Noop,Shimajirou no Wow!,Manul no Yuube,Gohan Kaijuu Pap,Yowamushi Monsters,Norimono Man: Mobile Land no Car-kun,Robot Pulta,Liv & Bell,Konigiri-kun,Beads no Mori no Rabi,Fuwafuwa Hour: Pui Pui & Muu Muu,Keito no Yousei: Knit to Wool,Unicorn no Kyupi,Pakkororin,Reizouko no Tsukenosuke!,Onigiri ni Naritai Cogimyun,Pororo Donghwanala,Gokushufudou,Shuumatsu no Walküre,Shiguang Dailiren,Yasuke,Mini Dragon,Youjo Senki: Sabaku no Pasta Daisakusen,Hetalia World★Stars,Eden (ONA),Shiguang Dailiren Fan Wai Pian: Biwu Zhaoqin,Etotama: Nyankyaku Banrai,Yoru no Kuni,Chibi Revenger,Artiswitch,Hololive Alternative,Daomu Biji Zhi Qinling Shen Shu,Liang Bu Yi,Wanmei Shijie,Celia-sensei no Wakuwaku Magical Kyoushitsu,Douluo Dalu: Shan Yu Yu Lai,Shi Yi Chang An: Mingyue Jishi You Er,Mi Bao Zhi Guo,Zhen Hun Jie: Bei Luo Shi Men Pian Part 2,Beyblade Burst Dynamite Battle,Wan Jie Du Zun,SD Gundam World Heroes,Blue Reflection Ray!,Wu Shang Shen Di 2nd Season,Mignon,Juan Siliang,Li Linke de Xiao Guaner,Kuang Shen Mo Zun,Xinghe Zhizun,Wan Jie Xian Zong 5th Season,Hua Jianghu: Huan Shi Men Sheng 2nd Season,Zhihao Beipan Diqiule,Aoi Hane Mitsuketa! Sagashite Miyou Mijika na Tori-tachi,Tai Yi Xian Mo Lu Zhi Ling Fei Ji IV,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen OVA,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,Uchi no Otouto Maji de Dekain Dakedo Mi ni Konai?,Oyasumi Sex,J* Fuuzoku Gakuensai,Sakusei Byoutou The Animation,Eroge de Subete wa Kaiketsu Dekiru! The Animation,Netokano,Netoshisu,Bitch na Inane-sama,Kazoku: Haha to Shimai no Kyousei,Shidoukan Day After The Animation,Karada de Kaiketsu Hyakkiya Tantei Jimusho,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,Shika no Ou: Yuna to Yakusoku no Tabi,Detective Conan Movie 24: The Scarlet Bullet,Sayonara Watashi no Cramer Movie: First Touch,Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari,BanG Dream! Movie: Episode of Roselia - I: Yakusoku,Shoujo☆Kageki Revue Starlight Movie,"""Uchuu Senkan Yamato"" to Iu Jidai: Seireki 2202-nen no Sentaku",Gyokou no Nikuko-chan,Sore Ike! Anpanman: Fuwa Fuwa Fuwaly to Kumo no Kuni,Xiyou Ji: Zai Shi Yao Wang,Wonder Egg Priority Special,86 Special Edition: Senya ni Akaku Hinageshi no Saku,Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2,Jaku-Chara Tomozaki-kun Specials,Vivy: Fluorite Eye's Song - To Make Everyone Happy With My Singing,"Dragon Quest: Dai no Daibouken (2020): Bouken no Kiseki, Kore kara no Tabiji",Ani x Para: Anata no Hero wa Dare desu ka,Obey Me!: Makai Dai Ryokou!,Ensemble Stars!! 5th Anniversary Animation PV,JoJo no Kimyou na Bouken (TV),Shingeki no Kyojin Season 3 Part 2,"Komi-san wa, Comyushou desu.",Hitoribocchi no Marumaru Seikatsu,Handa-kun,Koe no Katachi,Koutetsujou no Kabaneri,Code Geass: Hangyaku no Lelouch R2,Vinland Saga
Manul no Yuube,1.2897,1.4679,1.4639,0.7667,1.4167,1.2929,1.475,1.2832999999999999,0.86,1.4031,0.7667,0.7667,1.6414,1.4673,1.29,1.4084,1.3,1.4167,1.2953999999999999,1.28,1.6409,1.4913,0.65,0.7667,0.65,1.4167,1.4167,1.3985,1.4167,0.3,1.285,1.6389,1.4167,1.475,1.2824,1.475,1.4167,0.3,1.625,1.8493,1.2903,0.65,1.2906,1.5157,0.825,1.3,0.3,1.4167,0.3,1.5214,1.5717,1.4167,1.4867,1.2864,1.4167,0.3,1.6375000000000002,1.3,1.3,1.4167,0.7667,1.2971,1.2963,1.51,1.2984,1.2864,0.7667,1.3,1.2956,1.287,1.4867,1.4167,1.3,1.4167,0.7667,1.4167,0.65,1.2917,0.65,0.65,1.2864,0.3,0.3,0.65,1.4167,1.3,0.65,1.9388999999999998,1.2999999999999998,1.3,1.3,1.9463,1.4167,0.0,1.4167,inf,0.65,1.4167,1.9463,inf,inf,1.5334,1.5334,1.5334,inf,1.3,1.5334,1.5917,0.7667,1.4668999999999999,1.4167,1.4167,1.3,1.3,1.3,0.7667,1.4167,1.4067,1.5334,1.3,0.65,inf,1.475,1.3,1.475,1.3,1.4867,1.5334,1.4167,1.4167,1.5333,1.5334,1.2893,1.3,1.51,1.475,1.4167,0.65,1.5334,1.4167,1.4167,1.4867,1.4867,1.5334,1.475,1.3,1.5072,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.2857,1.475,1.5019,1.5917,1.4167,2.2739,inf,1.475,1.3,1.3,1.4167,1.4167,1.475,1.4867,1.4017,1.475,1.475,1.585,1.3,inf,1.2942,1.4822000000000002,0.65,0.65,0.65,1.3,1.2917,1.475,1.2824
Gohan Kaijuu Pap,0.3,0.825,1.4622,0.825,1.51,0.825,0.825,0.825,0.8833,0.5333,0.825,0.825,1.475,0.825,0.7667,0.825,0.7667,0.5333,0.86,0.7667,1.2832999999999999,0.86,1.2906,1.3803,1.2583,0.7667,0.7667,0.7667,0.7667,1.4167,1.2636,1.2903,0.7667,0.825,0.7667,0.825,1.2875,1.2897,1.5175,1.8601999999999999,0.7667,0.7667,0.65,0.72,0.86,0.65,1.4167,0.7667,1.4167,1.2909,1.3,0.7667,0.65,0.65,0.7667,1.4167,1.6385,0.65,0.65,0.825,0.825,0.72,0.7667,0.86,0.825,0.72,0.825,0.65,0.65,0.825,0.65,0.7667,0.7667,0.7667,0.825,0.7667,0.7667,0.65,0.7667,0.7667,0.65,1.4031,1.4167,0.7667,0.825,0.65,0.7667,1.475,0.825,0.65,0.65,1.4167,0.825,1.4167,0.0,inf,0.7667,0.7667,1.4167,inf,inf,1.3,1.3,1.3,inf,0.65,1.3,1.3,0.825,0.825,1.3582999999999998,0.7667,0.65,0.65,0.65,1.3933,1.3582999999999998,0.5333,1.2875,0.65,1.5334,inf,1.475,0.7667,0.825,0.7667,0.86,1.4167,1.3933,0.7667,0.72,1.3,1.6482,0.65,0.86,1.5333,0.7667,1.3582999999999998,1.3,0.7667,0.825,1.4165999999999999,0.86,1.3,0.825,0.7667,0.8833,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.825,0.825,0.65,1.5167000000000002,0.7667,1.6333,inf,0.825,1.4167,0.7667,0.7667,1.3582999999999998,0.825,0.65,1.51,0.825,0.825,1.4167,0.7667,inf,0.825,0.86,0.7667,0.7667,0.7667,1.2923,0.8833,0.825,0.825
Yowamushi Monsters,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
Norimono Man: Mobile Land no Car-kun,0.7667,1.2925,1.2897,0.5333,1.2842,1.2842,1.2769,0.825,0.72,0.825,0.5333,0.5333,1.2932,0.825,0.7667,0.825,0.7667,0.825,0.86,0.7667,1.2909,1.2912,0.7667,0.825,0.7667,1.2786,1.2806,0.7667,1.287,0.65,1.2806,1.2889,1.51,1.2829,0.7667,1.2906,1.2945,0.65,1.2864,1.7092999999999998,1.275,0.7667,0.65,0.8833,0.65,0.65,0.65,0.7667,0.65,1.2864,1.3582999999999998,1.287,0.86,0.65,0.7667,0.65,1.2875,0.65,0.65,0.825,0.5333,0.8833,1.2962,1.4016,0.825,0.8833,0.5333,1.2829,0.86,1.2872,0.86,1.2919,0.7667,1.2913999999999999,0.5333,1.2864,0.3,0.65,0.3,0.3,0.65,0.65,0.65,0.3,0.825,0.65,0.3,1.5889,0.825,0.65,0.65,1.4167,0.825,0.65,0.7667,inf,0.0,0.7667,1.4167,inf,inf,1.3,1.3,1.3,inf,0.65,1.3,1.3582999999999998,0.5333,1.2921,1.44,1.3582999999999998,0.65,1.4076,0.65,0.825,1.3,0.825,1.3,0.65,0.7667,inf,1.475,0.7667,1.335,0.7667,1.4165999999999999,1.3,1.3933,1.5334,0.8833,1.3,1.2864,0.65,1.4165999999999999,1.3933,1.3582999999999998,0.7667,1.3,1.3582999999999998,1.3933,1.4165999999999999,0.86,1.3,1.335,0.7667,0.8833,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.2885,1.335,0.86,1.3582999999999998,1.51,1.6333,inf,1.3933,1.4167,0.7667,1.3582999999999998,1.3,1.3933,0.86,1.2857,1.3933,1.335,1.4167,0.7667,inf,1.2939,1.2897,0.3,0.3,0.3,1.2906,1.2933,1.2948,1.2936
Robot Pulta,0.7667,1.3933,0.825,0.825,1.51,1.4632,1.4867,0.825,0.8833,0.825,0.825,0.825,1.298,0.5333,0.7667,0.825,0.7667,0.825,0.65,0.7667,1.3551,1.37,1.3582999999999998,1.3933,1.5069,1.3582999999999998,1.44,0.7667,1.3582999999999998,1.4167,1.3834,1.2987,0.7667,1.3904999999999998,0.7667,0.825,1.5312999999999999,1.3894000000000002,1.5329000000000002,1.6968999999999999,1.3268,1.51,0.65,0.72,0.86,0.65,1.4167,0.7667,1.4167,1.3,0.7667,1.4224,0.65,0.65,0.3,1.4167,1.5329000000000002,0.65,0.65,0.825,0.825,0.72,0.7667,0.86,0.5333,0.72,0.825,1.4013,0.65,0.825,0.65,1.2889,0.7667,1.2875,0.825,1.291,0.7667,0.65,0.7667,0.7667,0.65,1.4031,1.4167,0.7667,0.5333,0.65,0.7667,1.3,0.825,0.65,0.65,0.65,0.5333,1.4167,0.7667,inf,0.7667,0.0,0.65,inf,inf,1.3,1.3,1.3,inf,0.65,1.3,0.7667,0.825,1.3862999999999999,1.3582999999999998,1.3,0.65,1.4076,0.65,1.37,1.3582999999999998,0.825,1.3,0.65,1.3582999999999998,inf,0.825,0.7667,0.825,0.7667,0.86,1.4167,1.37,1.3582999999999998,0.72,1.3,1.5321,0.65,0.86,1.58,1.3,1.3582999999999998,1.3,1.3,1.335,1.4165999999999999,0.86,1.3,0.825,0.7667,0.72,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.32,0.825,0.86,1.5167000000000002,0.7667,1.6333,inf,1.475,1.5793,0.7667,1.3,1.3582999999999998,1.475,0.65,1.51,1.4867,0.825,1.4167,0.7667,inf,0.825,1.3622999999999998,0.7667,0.7667,0.7667,1.5309,1.4172,1.4712,0.825
Liv & Bell,1.4034,1.4056000000000002,0.7667,1.475,1.5796999999999999,1.4049,1.467,1.4167,1.526,1.2957,1.4167,1.4167,1.5314,0.7667,1.4167,1.4167,1.4167,1.2957,0.825,1.3,1.5885,1.4803000000000002,1.5806,1.455,1.5856,1.3,1.4049,1.4167,1.3,1.6463,1.6421000000000001,1.5321,0.65,1.4693,1.3,0.7667,1.5917,1.7663000000000002,1.7083,1.7531,1.2685,1.4167,1.3,0.86,1.4867,1.3,1.9463,1.3,1.9463,1.3,0.65,1.4127,0.825,1.3,0.65,1.9463,1.7567,1.3,1.3,1.4167,1.475,0.86,0.65,0.825,0.7667,0.86,1.475,1.2923,0.825,0.7667,0.825,1.2770000000000001,1.4167,1.3,1.475,1.2885,1.4167,1.3,1.4167,1.4167,1.3,1.7537,1.9463,1.4167,0.7667,1.3,1.4167,1.5334,1.4167,1.3,1.3,0.3,0.7667,1.9463,1.4167,inf,1.4167,0.65,0.0,inf,inf,1.3,1.3,1.3,inf,1.3,1.3,0.65,1.475,1.4086,1.3,1.3,1.3,1.2919,1.3,1.475,1.4167,1.2999999999999998,1.3,1.3,1.5917,inf,0.7667,1.4167,0.7667,1.3,0.825,1.65,1.475,1.3,0.86,1.3,1.6333,1.3,0.825,1.6267,1.3,2.0082999999999998,1.3,1.3,1.2999999999999998,1.51,1.51,1.3,0.7667,1.4167,0.86,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.285,0.7667,1.4789,1.6333,0.65,2.2833,inf,1.4167,1.5334,1.3,1.3,1.4167,1.4167,0.825,1.5917,1.475,0.7667,1.72,1.3,inf,0.7667,1.4599000000000002,1.4167,1.4167,1.4167,1.5271,1.4641,1.4129,0.7667
Konigiri-kun,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
Beads no Mori no Rabi,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
Fuwafuwa Hour: Pui Pui & Muu Muu,1.2875,1.4167,1.475,1.28,1.4167,1.475,1.4583,0.7667,1.475,0.7667,0.7667,0.7667,1.5334,1.2912,1.3667,0.7667,1.4167,0.7667,0.825,1.29,1.275,1.2885,1.5917,0.7667,1.2893,1.275,1.4167,1.2885,1.3,1.525,1.6239,1.5334,1.288,1.2842,0.65,0.7667,1.2893,1.5191,1.6267,1.8369,1.407,1.4167,1.3,1.4705,0.825,1.3,1.5334,1.3,1.5334,0.3,0.65,1.4167,0.825,1.3,1.3,1.5334,1.6412,1.3,1.3,0.7667,1.4167,0.86,1.2924,0.825,1.2996,0.86,1.4167,1.2875,0.825,0.7667,0.825,0.65,1.4167,0.65,1.4017,0.65,1.3,1.3,1.3,1.3,1.3,1.5167000000000002,1.5334,1.2931,0.7667,1.3,1.3,1.5334,0.7667,1.3,1.3,1.3,0.7667,1.5334,1.3,inf,1.3,1.3,1.3,inf,inf,0.0,0.3,0.3,inf,1.3,0.3,0.65,1.2897,1.2857,1.4167,0.65,1.3,1.2824,1.285,0.7667,0.65,0.7667,0.3,1.3,1.5917,inf,1.475,1.4167,0.7667,0.65,0.825,1.5334,0.7667,1.3,1.3933,0.3,1.756,1.3,0.825,1.475,0.65,1.5917,0.3,0.65,0.7667,0.825,1.4867,0.3,0.7667,1.2889,0.86,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.7667,0.7667,1.4049999999999998,1.5917,1.3,2.2833,inf,1.475,1.3,0.65,0.65,0.65,1.475,0.825,1.4167,1.475,0.7667,1.9239000000000002,0.65,inf,1.2893,0.825,1.29,1.2864,1.2812999999999999,1.3,0.86,1.4707,1.2854
Keito no Yousei: Knit to Wool,1.2875,1.4167,1.475,1.28,1.4167,1.475,1.4583,0.7667,1.475,0.7667,0.7667,0.7667,1.5334,1.2912,1.3667,0.7667,1.4167,0.7667,0.825,1.29,1.275,1.2885,1.5917,0.7667,1.2893,1.275,1.4167,1.2885,1.3,1.525,1.6239,1.5334,1.288,1.2842,0.65,0.7667,1.2893,1.5191,1.6267,1.8369,1.407,1.4167,1.3,1.4705,0.825,1.3,1.5334,1.3,1.5334,0.3,0.65,1.4167,0.825,1.3,1.3,1.5334,1.6412,1.3,1.3,0.7667,1.4167,0.86,1.2924,0.825,1.2996,0.86,1.4167,1.2875,0.825,0.7667,0.825,0.65,1.4167,0.65,1.4017,0.65,1.3,1.3,1.3,1.3,1.3,1.5167000000000002,1.5334,1.2931,0.7667,1.3,1.3,1.5334,0.7667,1.3,1.3,1.3,0.7667,1.5334,1.3,inf,1.3,1.3,1.3,inf,inf,0.3,0.0,0.3,inf,1.3,0.3,0.65,1.2897,1.2857,1.4167,0.65,1.3,1.2824,1.285,0.7667,0.65,0.7667,0.3,1.3,1.5917,inf,1.475,1.4167,0.7667,0.65,0.825,1.5334,0.7667,1.3,1.3933,0.3,1.756,1.3,0.825,1.475,0.65,1.5917,0.3,0.65,0.7667,0.825,1.4867,0.3,0.7667,1.2889,0.86,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.7667,0.7667,1.4049999999999998,1.5917,1.3,2.2833,inf,1.475,1.3,0.65,0.65,0.65,1.475,0.825,1.4167,1.475,0.7667,1.9239000000000002,0.65,inf,1.2893,0.825,1.29,1.2864,1.2812999999999999,1.3,0.86,1.4707,1.2854
Unicorn no Kyupi,1.2875,1.4167,1.475,1.28,1.4167,1.475,1.4583,0.7667,1.475,0.7667,0.7667,0.7667,1.5334,1.2912,1.3667,0.7667,1.4167,0.7667,0.825,1.29,1.275,1.2885,1.5917,0.7667,1.2893,1.275,1.4167,1.2885,1.3,1.525,1.6239,1.5334,1.288,1.2842,0.65,0.7667,1.2893,1.5191,1.6267,1.8369,1.407,1.4167,1.3,1.4705,0.825,1.3,1.5334,1.3,1.5334,0.3,0.65,1.4167,0.825,1.3,1.3,1.5334,1.6412,1.3,1.3,0.7667,1.4167,0.86,1.2924,0.825,1.2996,0.86,1.4167,1.2875,0.825,0.7667,0.825,0.65,1.4167,0.65,1.4017,0.65,1.3,1.3,1.3,1.3,1.3,1.5167000000000002,1.5334,1.2931,0.7667,1.3,1.3,1.5334,0.7667,1.3,1.3,1.3,0.7667,1.5334,1.3,inf,1.3,1.3,1.3,inf,inf,0.3,0.3,0.0,inf,1.3,0.3,0.65,1.2897,1.2857,1.4167,0.65,1.3,1.2824,1.285,0.7667,0.65,0.7667,0.3,1.3,1.5917,inf,1.475,1.4167,0.7667,0.65,0.825,1.5334,0.7667,1.3,1.3933,0.3,1.756,1.3,0.825,1.475,0.65,1.5917,0.3,0.65,0.7667,0.825,1.4867,0.3,0.7667,1.2889,0.86,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.7667,0.7667,1.4049999999999998,1.5917,1.3,2.2833,inf,1.475,1.3,0.65,0.65,0.65,1.475,0.825,1.4167,1.475,0.7667,1.9239000000000002,0.65,inf,1.2893,0.825,1.29,1.2864,1.2812999999999999,1.3,0.86,1.4707,1.2854
Pakkororin,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
Reizouko no Tsukenosuke!,0.65,1.288,1.2864,0.7667,1.2824,1.2889,1.2982,0.7667,0.86,0.7667,0.7667,0.7667,1.2889,0.7667,0.65,0.7667,0.65,0.7667,0.825,0.65,1.2875,1.288,1.4024,1.2739,1.2889,1.275,1.2792999999999999,0.65,1.2832999999999999,1.2966,1.2667000000000002,1.2982,1.2812,1.2948,0.65,1.2786,1.2925,1.2727,1.475,1.8369,1.2982,1.4167,0.3,0.86,0.825,0.3,1.3,0.65,1.3,1.285,1.27,1.288,0.825,0.3,0.65,1.3,1.2885,0.3,0.3,0.7667,0.7667,0.86,1.2797,1.2917,0.7667,0.86,0.7667,1.2846000000000002,0.825,1.2875,0.825,1.2919,0.65,1.26,0.7667,1.2786,0.65,0.3,0.65,0.65,0.3,1.2864,1.3,0.65,0.7667,0.3,0.65,1.5334,0.7667,0.3,0.3,1.3,0.7667,1.3,0.65,inf,0.65,0.65,1.3,inf,inf,1.3,1.3,1.3,inf,0.0,1.3,1.3,0.7667,1.2983,1.4167,1.3,0.3,1.285,0.3,1.2625,1.3,0.7667,1.3,0.3,1.4167,inf,1.4167,0.65,1.2999999999999998,0.65,1.4049999999999998,1.3,1.4167,1.4167,0.86,1.3,1.2982,0.3,1.4049999999999998,1.475,1.3,1.3,1.3,1.3,1.4167,1.4867,0.825,1.3,1.2999999999999998,0.65,0.86,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.2875,1.2999999999999998,0.825,1.285,1.4167,1.2832999999999999,inf,1.475,1.2625,0.65,1.3,1.3,1.475,0.825,1.3952,1.475,1.2999999999999998,1.3,0.65,inf,1.2867,1.2944,0.65,0.65,0.65,1.5334,1.2857,1.2847,1.2921
